id,question,answer,source,area_id,area,area_output
17,Who is at risk for High Blood Pressure? ?,"Not a Normal Part of Aging Nearly 1 in 3 American adults have high blood pressure. Many people get high blood pressure as they get older. However, getting high blood pressure is not a normal part of aging. There are things you can do to help keep your blood pressure normal, such as eating a healthy diet and getting more exercise. Risk Factors Anyone can develop high blood pressure. However, these factors can increase your risk for developing high blood pressure. -  age  - race or ethnicity  - being overweight  - gender  - lifestyle habits  - a family history of high blood pressure.  age race or ethnicity being overweight gender lifestyle habits a family history of high blood pressure. Age Blood pressure tends to rise with age. In fact, about 65 percent of Americans age 60 or older have high blood pressure. Race/Ethnicity High blood pressure is more common in African American adults than in Caucasian or Hispanic American adults. Compared with these ethnic groups, African Americans -  tend to get high blood pressure earlier in life  - often have higher blood pressure numbers  - are less likely to achieve target blood pressure goals with treatment. tend to get high blood pressure earlier in life often have higher blood pressure numbers are less likely to achieve target blood pressure goals with treatment. Overweight You are more likely to develop prehypertension or high blood pressure if youre overweight or obese. The terms overweight and obese refer to body weight thats greater than what is considered healthy for a certain height. Gender Before age 55, men are more likely than women to develop high blood pressure. After age 55, women are more likely than men to develop high blood pressure. Lifestyle Habits Unhealthy lifestyle habits can raise your risk for high blood pressure, and they include -  eating too much sodium or too little potassium   - lack of physical activity  - drinking too much alcohol  - smoking  - stress. eating too much sodium or too little potassium lack of physical activity drinking too much alcohol smoking stress. Family History A family history of high blood pressure raises the risk of developing prehypertension or high blood pressure. Some people have a high sensitivity to sodium and salt, which may increase their risk for high blood pressure and may run in families. Genetic causes of this condition are why family history is a risk factor for this condition.",NIHSeniorHealth,12,High Blood Pressure,
19,What are the symptoms of High Blood Pressure ?,"High blood pressure is often called the ""silent killer"" because you can have it for years without knowing it. The only way to find out if you have high blood pressure is to have your blood pressure measured. Complications When blood pressure stays high over time, it can damage the body and cause complications. Here are some of the common complications, along with their signs and symptoms. - Aneurysms.  These occur when an abnormal bulge forms in the wall of an artery. Aneurysms develop and grow for years without causing signs or symptoms until they rupture, grow large enough to press on nearby body parts, or block blood flow. The signs and symptoms that develop depend on the location of the aneurysm.  - Chronic Kidney Disease. This disease occurs when blood vessels narrow in the kidneys, possibly causing kidney failure.  - Cognitive Changes  Research shows that over time, higher blood pressure numbers can lead to cognitive changes. Signs and symptoms include memory loss, difficulty finding words, and losing focus during conversations.  - Eye Damage. This condition occurs when blood vessels in the eyes burst or bleed. Signs and symptoms include vision changes or blindness.  - Heart Attack. This occurs when the flow of oxygen-rich blood to a section of heart muscle suddenly becomes blocked and the heart doesnt get oxygen. The most common warning symptoms of a heart attack are chest pain or discomfort, upper body discomfort, and shortness of breath.  - Heart Failure. This condition occurs when the heart cant pump enough blood to meet the bodys needs. Common signs and symptoms of heart failure include shortness of breath or trouble breathing; feeling tired; and swelling in the ankles, feet, legs, abdomen, and veins in the neck.  - Peripheral Arterial Disease. This is a disease in which plaque builds up in leg arteries and affects blood flow in the legs. When people have symptoms, the most common are pain, cramping, numbness, aching, or heaviness in the legs, feet, and buttocks after walking or climbing stairs.  - Stroke. A stroke occurs when the flow of oxygen-rich blood to a portion of the brain is blocked. The symptoms of a stroke include sudden onset of weakness; paralysis or numbness of the face, arms, or legs; trouble speaking or understanding speech; and trouble seeing.  Aneurysms.  These occur when an abnormal bulge forms in the wall of an artery. Aneurysms develop and grow for years without causing signs or symptoms until they rupture, grow large enough to press on nearby body parts, or block blood flow. The signs and symptoms that develop depend on the location of the aneurysm. Chronic Kidney Disease. This disease occurs when blood vessels narrow in the kidneys, possibly causing kidney failure. Cognitive Changes  Research shows that over time, higher blood pressure numbers can lead to cognitive changes. Signs and symptoms include memory loss, difficulty finding words, and losing focus during conversations. Eye Damage. This condition occurs when blood vessels in the eyes burst or bleed. Signs and symptoms include vision changes or blindness. Heart Attack. This occurs when the flow of oxygen-rich blood to a section of heart muscle suddenly becomes blocked and the heart doesnt get oxygen. The most common warning symptoms of a heart attack are chest pain or discomfort, upper body discomfort, and shortness of breath. Heart Failure. This condition occurs when the heart cant pump enough blood to meet the bodys needs. Common signs and symptoms of heart failure include shortness of breath or trouble breathing; feeling tired; and swelling in the ankles, feet, legs, abdomen, and veins in the neck. Peripheral Arterial Disease. This is a disease in which plaque builds up in leg arteries and affects blood flow in the legs. When people have symptoms, the most common are pain, cramping, numbness, aching, or heaviness in the legs, feet, and buttocks after walking or climbing stairs. Stroke. A stroke occurs when the flow of oxygen-rich blood to a portion of the brain is blocked. The symptoms of a stroke include sudden onset of weakness; paralysis or numbness of the face, arms, or legs; trouble speaking or understanding speech; and trouble seeing. How Blood Pressure Is Checked Your health care provider usually takes 23 readings at several medical appointments to diagnose high blood pressure. Based on the results of your blood pressure test, your health care provider will diagnose prehypertension or high blood pressure if your systolic or diastolic readings are consistently higher than 120/80 mmHg. Once your health care provider determines the severity of your blood pressure, he or she can order additional tests to determine if your blood pressure is due to other conditions or medicines or if you have primary high blood pressure. Health care providers can use this information to develop your treatment plan. Some people have white coat hypertension. This happens when blood pressure readings are only high when taken in a health care providers office compared with readings taken in any other location. Researchers believe stress, which can occur during the medical appointment, causes white coat hypertension. Preparing for the Test A blood pressure test is easy and painless and can be done in a health care providers office or clinic. To prepare for the test - dont drink coffee or smoke cigarettes for 30 minutes prior to the test   - go to the bathroom before the test. A full bladder can change the reading   - sit for 5 minutes before the test. dont drink coffee or smoke cigarettes for 30 minutes prior to the test go to the bathroom before the test. A full bladder can change the reading sit for 5 minutes before the test. To track blood pressure readings over a period of time, the health care provider may ask you to come into the office on different days and at different times to take your blood pressure. The health care provider also may ask you to check readings at home or at other locations that have blood pressure equipment and to keep a written log of all your results. Whenever you have an appointment with the health care provider, be sure to bring your log of blood pressure readings. Ask the doctor or nurse to tell you your blood pressure reading in numbers and to explain what the numbers mean. Write down your numbers or ask the doctor or nurse to write them down for you. Write Down Your Readings Ask the doctor or nurse to tell you your blood pressure reading in numbers and to explain what the numbers mean. Write down your numbers or ask the doctor or nurse to write them down for you. (The wallet card on the right can be printed out and used to record your blood pressure numbers.) Checking Your Own Blood Pressure You can also check your blood pressure at home with a home blood pressure measurement device or monitor. It is important that the blood pressure cuff fits you properly and that you understand how to use the monitor. A cuff that is too small, for example, can give you a reading that is higher than your actual blood pressure. Your doctor, nurse, or pharmacist can help you check the cuff size and teach you how to use it correctly. You may also ask for their help in choosing the right blood pressure monitor for you. Blood pressure monitors can be bought at discount chain stores and drug stores. When you are taking your blood pressure at home, sit with your back supported and your feet flat on the floor. Rest your arm on a table at the level of your heart. After a Diagnosis If you're diagnosed with high blood pressure, your doctor will prescribe treatment. Your blood pressure will be tested again to see how the treatment affects it. Once your blood pressure is under control, you'll still need treatment. ""Under control"" means that your blood pressure numbers are in the normal range. Your doctor will likely recommend routine blood pressure tests. He or she can tell you how often you should be tested. The sooner you find out about high blood pressure and treat it, the better. Early treatment may help you avoid problems such as heart attack, stroke and kidney failure. See tips for talking with your doctor after you receive a medical diagnosis.",NIHSeniorHealth,12,High Blood Pressure,
20,What is (are) High Blood Pressure ?,"Blood pressure is the force of blood pushing against the walls of the blood vessels as the heart pumps blood. If your blood pressure rises and stays high over time, its called high blood pressure. High blood pressure is dangerous because it makes the heart work too hard, and the high force of the blood flow can harm arteries and organs such as the heart, kidneys, brain, and eyes.",NIHSeniorHealth,12,High Blood Pressure,
21,What is (are) High Blood Pressure ?,"Normal blood pressure for adults is defined as a systolic pressure below 120 mmHg and a diastolic pressure below 80 mmHg. It is normal for blood pressures to change when you sleep, wake up, or are excited or nervous. When you are active, it is normal for your blood pressure to increase. However, once the activity stops, your blood pressure returns to your normal baseline range. Blood pressure normally rises with age and body size. Newborn babies often have very low blood pressure numbers that are considered normal for babies, while older teens have numbers similar to adults.",NIHSeniorHealth,12,High Blood Pressure,
22,What is (are) High Blood Pressure ?,"High blood pressure is a common disease in which blood flows through blood vessels (arteries) at higher than normal pressures. There are two main types of high blood pressure: primary and secondary high blood pressure. Primary, or essential, high blood pressure is the most common type of high blood pressure. This type of high blood pressure tends to develop over years as a person ages. Secondary high blood pressure is caused by another medical condition or use of certain medicines. This type usually resolves after the cause is treated or removed.",NIHSeniorHealth,12,High Blood Pressure,
23,What is (are) High Blood Pressure ?,"Abnormal blood pressure is higher than 120/80 mmHg. If either your systolic or diastolic blood pressure is higher than normal (120/80) but not high enough to be considered high blood pressure (140/90), you have pre-hypertension. Pre-hypertension is a top number between 120 and 139 or a bottom number between 80 and 89 mmHg. For example, blood pressure readings of 138/82, 128/70, or 115/86 are all in the ""pre-hypertension"" range. (Click the table on the right to see the stages of high blood pressure in adults.) The ranges in the table are blood pressure guides for adults who do not have any short-term serious illnesses. People with diabetes or chronic kidney disease should keep their blood pressure below 130/80 mmHg.",NIHSeniorHealth,12,High Blood Pressure,
24,How to prevent High Blood Pressure ?,"You can take steps to help prevent high blood pressure by adopting these healthy lifestyle habits. - Follow a healthy eating plan like DASH (Dietary Approaches to Stop Hypertension), which emphasizes fruits, vegetables, fat-free and low-fat milk and milk products, and whole grains, fish, poultry, beans, seeds, and nuts, and choose and prepare foods with less sodium (salt). See how the  DASH diet (Dietary Approaches to Stop Hypertension) can help with blood pressure control. Follow a healthy eating plan like DASH (Dietary Approaches to Stop Hypertension), which emphasizes fruits, vegetables, fat-free and low-fat milk and milk products, and whole grains, fish, poultry, beans, seeds, and nuts, and choose and prepare foods with less sodium (salt). See how the  DASH diet (Dietary Approaches to Stop Hypertension) can help with blood pressure control.  - Be physically active for at least 2 and one-half hours a week. Check out  Exercises to Try for older adults, or visit  Go4Life, the exercise and physical activity campaign from the National Institute on Aging. (Watch the video to learn how exercise helps maintain healthy aging. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.)  Be physically active for at least 2 and one-half hours a week. Check out  Exercises to Try for older adults, or visit  Go4Life, the exercise and physical activity campaign from the National Institute on Aging. (Watch the video to learn how exercise helps maintain healthy aging. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) - Maintain a healthy weight and lose weight if you are overweight or obese. Body mass index (BMI) and waist circumference are measures used to determine if someone is overweight or obese.  See the BMI calculator to determine your body mass index.  Maintain a healthy weight and lose weight if you are overweight or obese. Body mass index (BMI) and waist circumference are measures used to determine if someone is overweight or obese.  See the BMI calculator to determine your body mass index. - If you drink alcoholic beverages, do so in moderation: no more than one drink a day for women, no more than two drinks a day for men.  If you drink alcoholic beverages, do so in moderation: no more than one drink a day for women, no more than two drinks a day for men. - Quit smoking, or don't start smoking. To get help quitting, call 1 (800) QUIT-NOW or check out  Quitting Smoking for Older Adults. Quit smoking, or don't start smoking. To get help quitting, call 1 (800) QUIT-NOW or check out  Quitting Smoking for Older Adults. - Learn to manage stress. Learn about relaxation techniques that may relieve tension.   Learn to manage stress. Learn about relaxation techniques that may relieve tension.",NIHSeniorHealth,12,High Blood Pressure,
25,How to diagnose High Blood Pressure ?,"If you are diagnosed with high blood pressure, here are questions to ask your doctor. -   Your Blood Pressure Numbers       - What is my blood pressure reading in numbers?    - What is my goal blood pressure?    - Is my blood pressure under adequate control?    - Is my systolic pressure too high (over 140)?      Your Blood Pressure Numbers     - What is my blood pressure reading in numbers?   - What is my goal blood pressure?   - Is my blood pressure under adequate control?   - Is my systolic pressure too high (over 140)?   - What is my blood pressure reading in numbers?  - What is my goal blood pressure?  - Is my blood pressure under adequate control?  - Is my systolic pressure too high (over 140)? What is my blood pressure reading in numbers? What is my goal blood pressure? Is my blood pressure under adequate control? Is my systolic pressure too high (over 140)? -   Healthy Lifestyle Habits       - What would be a healthy weight for me?    - Is there a diet to help me lose weight (if I need to) and lower my blood pressure?    - Is there a recommended healthy eating plan I should follow to help lower my blood pressure (if I dont need to lose weight)?    - Is it safe for me to start doing regular physical activity?      Healthy Lifestyle Habits     - What would be a healthy weight for me?   - Is there a diet to help me lose weight (if I need to) and lower my blood pressure?   - Is there a recommended healthy eating plan I should follow to help lower my blood pressure (if I dont need to lose weight)?   - Is it safe for me to start doing regular physical activity?   - What would be a healthy weight for me?  - Is there a diet to help me lose weight (if I need to) and lower my blood pressure?  - Is there a recommended healthy eating plan I should follow to help lower my blood pressure (if I dont need to lose weight)?  - Is it safe for me to start doing regular physical activity? What would be a healthy weight for me? Is there a diet to help me lose weight (if I need to) and lower my blood pressure? Is there a recommended healthy eating plan I should follow to help lower my blood pressure (if I dont need to lose weight)? Is it safe for me to start doing regular physical activity? -   Medications       - What is the name of my blood pressure medication?     - Is that the brand name or the generic name?    - What are the possible side effects of my medication? (Be sure the doctor knows about any allergies you have and any other medications you are taking, including over-the-counter drugs, vitamins, and dietary supplements.)    - What time of day should I take my blood pressure medicine?    - Are there any foods, beverages, or dietary supplements I should avoid when taking this medicine?    - What should I do if I forget to take my blood pressure medicine at the recommended time? Should I take it as soon as I remember or should I wait until the next dosage is due?      Medications     - What is the name of my blood pressure medication?    - Is that the brand name or the generic name?   - What are the possible side effects of my medication? (Be sure the doctor knows about any allergies you have and any other medications you are taking, including over-the-counter drugs, vitamins, and dietary supplements.)   - What time of day should I take my blood pressure medicine?   - Are there any foods, beverages, or dietary supplements I should avoid when taking this medicine?   - What should I do if I forget to take my blood pressure medicine at the recommended time? Should I take it as soon as I remember or should I wait until the next dosage is due?   - What is the name of my blood pressure medication?   - Is that the brand name or the generic name?  - What are the possible side effects of my medication? (Be sure the doctor knows about any allergies you have and any other medications you are taking, including over-the-counter drugs, vitamins, and dietary supplements.)  - What time of day should I take my blood pressure medicine?  - Are there any foods, beverages, or dietary supplements I should avoid when taking this medicine?  - What should I do if I forget to take my blood pressure medicine at the recommended time? Should I take it as soon as I remember or should I wait until the next dosage is due? What is the name of my blood pressure medication? Is that the brand name or the generic name? What are the possible side effects of my medication? (Be sure the doctor knows about any allergies you have and any other medications you are taking, including over-the-counter drugs, vitamins, and dietary supplements.) What time of day should I take my blood pressure medicine? Are there any foods, beverages, or dietary supplements I should avoid when taking this medicine? What should I do if I forget to take my blood pressure medicine at the recommended time? Should I take it as soon as I remember or should I wait until the next dosage is due?",NIHSeniorHealth,12,High Blood Pressure,
26,What are the treatments for High Blood Pressure ?,"High blood pressure is treated with lifestyle changes and medicines. Treatment can help control blood pressure, but it will not cure high blood pressure, even if your blood pressure readings appear normal. If you stop treatment, your blood pressure and risk for related health problems will rise. For a healthy future, follow your treatment plan closely. Work with your health care team for lifelong blood pressure control.",NIHSeniorHealth,12,High Blood Pressure,
27,What are the treatments for High Blood Pressure ?,"In most cases, the goal is probably to keep your blood pressure below 140/90 mmHg (130/80 if you have diabetes or chronic kidney disease). Normal blood pressure is less than 120/80. Ask your doctor what your blood pressure goal should be. If you have high blood pressure, you will need to treat it and control it for life. This means making lifestyle changes, and, in some cases, taking prescribed medicines, and getting ongoing medical care.",NIHSeniorHealth,12,High Blood Pressure,
28,What are the treatments for High Blood Pressure ?,"Today, many different types of medicines are available to control high blood pressure. These medicines work in different ways. Some lower blood pressure by removing extra fluid and salt from your body. Others affect blood pressure by slowing down the heartbeat, or by relaxing and widening blood vessels. Often, two or more drugs work better than one. Here are the types of medicines used to treat high blood pressure. -   Diuretics (water or fluid Pills)  flush excess sodium from your body, which reduces the amount of fluid in your blood and helps to lower your blood pressure. Diuretics are often used with other high blood pressure medicines, sometimes in one combined pill.   -  Beta Blockers help your heart beat slower and with less force. As a result, your heart pumps less blood through your blood vessels, which can help to lower your blood pressure.  -  Angiotensin-Converting Enzyme (ACE) Inhibitors. Angiotensin-II is a hormone that narrows blood vessels, increasing blood pressure. ACE converts Angiotensin I to Angiotensin II. ACE inhibitors block this process, which stops the production of Angiotensin II, lowering blood pressure.  -  Angiotensin II Receptor Blockers (ARBs) block angiotensin II hormone from binding with receptors in the blood vessels. When angiotensin II is blocked, the blood vessels do not constrict or narrow, which can lower your blood pressure.  -  Calcium Channel Blockers keep calcium from entering the muscle cells of your heart and blood vessels. This allows blood vessels to relax, which can lower your blood pressure.   -  Alpha Blockers reduce nerve impulses that tighten blood vessels. This allows blood to flow more freely, causing blood pressure to go down.  -  Alpha-Beta Blockers reduce nerve impulses the same way alpha blockers do. However, like beta blockers, they also slow the heartbeat. As a result, blood pressure goes down.  -  Central Acting Agents act in the brain to decrease nerve signals that narrow blood vessels, which can lower blood pressure.  -  Vasodilators relax the muscles in blood vessel walls, which can lower blood pressure.   Diuretics (water or fluid Pills)  flush excess sodium from your body, which reduces the amount of fluid in your blood and helps to lower your blood pressure. Diuretics are often used with other high blood pressure medicines, sometimes in one combined pill. Beta Blockers help your heart beat slower and with less force. As a result, your heart pumps less blood through your blood vessels, which can help to lower your blood pressure. Angiotensin-Converting Enzyme (ACE) Inhibitors. Angiotensin-II is a hormone that narrows blood vessels, increasing blood pressure. ACE converts Angiotensin I to Angiotensin II. ACE inhibitors block this process, which stops the production of Angiotensin II, lowering blood pressure. Angiotensin II Receptor Blockers (ARBs) block angiotensin II hormone from binding with receptors in the blood vessels. When angiotensin II is blocked, the blood vessels do not constrict or narrow, which can lower your blood pressure. Calcium Channel Blockers keep calcium from entering the muscle cells of your heart and blood vessels. This allows blood vessels to relax, which can lower your blood pressure. Alpha Blockers reduce nerve impulses that tighten blood vessels. This allows blood to flow more freely, causing blood pressure to go down. Alpha-Beta Blockers reduce nerve impulses the same way alpha blockers do. However, like beta blockers, they also slow the heartbeat. As a result, blood pressure goes down. Central Acting Agents act in the brain to decrease nerve signals that narrow blood vessels, which can lower blood pressure. Vasodilators relax the muscles in blood vessel walls, which can lower blood pressure.",NIHSeniorHealth,12,High Blood Pressure,
29,How to prevent High Blood Pressure ?,"Two key measures are used to determine if someone is overweight or obese. These are body mass index, or BMI, and waist circumference. Body mass index (BMI) is a measure of weight in relation to height, and provides an estimate of your total body fat. As your BMI goes up, so do your chances of getting high blood pressure, heart disease, and other health problems. A BMI -  below 18.5 is a sign that you are underweight.  - between 18.5 and 24.9 is in the healthy range.  - between 25 and 29.9 is considered overweight.  - of 30 or more is considered obese.  below 18.5 is a sign that you are underweight. between 18.5 and 24.9 is in the healthy range. between 25 and 29.9 is considered overweight. of 30 or more is considered obese. See the Body Mass Index Table, available from the National Heart, Lung, and Blood Institute (NHLBI). Body mass index (BMI) applies to both men and women, but it does have some limits. - It may overestimate body fat in in someone who is very muscular or who has swelling from fluid retention (called edema)  - It may underestimate body fat in older persons and others who have lost muscle mass. It may overestimate body fat in in someone who is very muscular or who has swelling from fluid retention (called edema) It may underestimate body fat in older persons and others who have lost muscle mass. Thats why waist measurement is often checked as well. Another reason is that too much body fat in the stomach area also increases disease risk. A waist measurement of more than 35 inches in women and more than 40 inches in men is considered high.",NIHSeniorHealth,12,High Blood Pressure,
30,What is (are) High Blood Pressure ?,"Blood pressure rises as body weight increases. Losing even 10 pounds can lower blood pressure -- and it has the greatest effect for those who are overweight and already have hypertension. If you are overweight or obese, work with your health care provider to develop a plan to help you lower your weight and maintain a healthy weight. Aim to reduce your weight by 7 to 10 percent over six months, which can lower your risk for health problems. For example, if you are overweight at 200 pounds, try to lose 14 to 20 pounds over six months. After that, you may have to continue to lose weight to get to a healthy weight.",NIHSeniorHealth,12,High Blood Pressure,
31,What is (are) High Blood Pressure ?,"""DASH"" stands for ""Dietary Approaches to Stop Hypertension."" This is the name of a clinical study that tested the effects of nutrients in food on blood pressure. Study results indicated that you can reduce high blood pressure by following an eating plan that emphasizes fruits, vegetables, and fat-free or low-fat milk and milk products, and that is low in saturated fat, cholesterol, total fat, and added sugars. The DASH eating plan also includes whole grains, poultry, fish, and nuts, and has reduced amounts of red meats, sweets, added sugars, and beverages containing sugars. A second study, called ""DASH-Sodium,"" showed that eating less salt also lowered blood pressure in people following either the DASH eating plan or the typical American diet. But those following DASH, especially those with high blood pressure, benefited the most. For more information on using the DASH eating plan, see  Your Guide to Lowering Your Blood Pressure with DASH.",NIHSeniorHealth,12,High Blood Pressure,
32,What is (are) High Blood Pressure ?,"Only a small amount of the salt that we eat comes from the salt shaker, and only small amounts occur naturally in food. Most of the salt that we eat comes from processed foods -- for example, canned or processed meat, baked goods, and certain cereals, and foods with soy sauce, seasoned salts, monosodium glutamate (MSG), and baking soda. Food from fast food restaurants, frozen foods, and canned foods also tend to be higher in sodium.",NIHSeniorHealth,12,High Blood Pressure,
33,What is (are) High Blood Pressure ?,"Older adults should limit their sodium (salt) intake to 1,500 mg a day. That's about 2/3 of a teaspoon of salt. Here are tips to reduce salt in your diet. - Buy fresh, plain frozen, or canned with no salt added vegetables. Choose foods packed in water instead of broth or salt.   -  Use fresh poultry, fish, and lean meat, rather than canned or processed types.  - Use herbs, spices, and salt-free seasoning blends in cooking and at the table.  - Cook rice, pasta, and hot cereal without salt. Cut back on instant or flavored rice, pasta, and cereal mixes, which usually have added salt.  - Choose convenience foods that are low in sodium. Cut back on frozen dinners, pizza, packaged mixes, canned soups or broths, and salad dressingsthese often have a lot of sodium.  - Rinse canned foods, such as tuna, to remove some sodium.  - When available, buy low- or reduced-sodium or no-salt-added versions of foods.   - Choose ready-to-eat breakfast cereals that are low in sodium.  Buy fresh, plain frozen, or canned with no salt added vegetables. Choose foods packed in water instead of broth or salt. Use fresh poultry, fish, and lean meat, rather than canned or processed types. Use herbs, spices, and salt-free seasoning blends in cooking and at the table. Cook rice, pasta, and hot cereal without salt. Cut back on instant or flavored rice, pasta, and cereal mixes, which usually have added salt. Choose convenience foods that are low in sodium. Cut back on frozen dinners, pizza, packaged mixes, canned soups or broths, and salad dressingsthese often have a lot of sodium. Rinse canned foods, such as tuna, to remove some sodium. When available, buy low- or reduced-sodium or no-salt-added versions of foods. Choose ready-to-eat breakfast cereals that are low in sodium.",NIHSeniorHealth,12,High Blood Pressure,
1662,What is (are) High Blood Pressure ?,"Blood pressure is the force of your blood pushing against the walls of your arteries. Each time your heart beats, it pumps blood into the arteries. Your blood pressure is highest when your heart beats, pumping the blood. This is called systolic pressure. When your heart is at rest, between beats, your blood pressure falls. This is called diastolic pressure.     Your blood pressure reading uses these two numbers. Usually the systolic number comes before or above the diastolic number. A reading of       - 119/79 or lower is normal blood pressure    - 140/90 or higher is high blood pressure    - Between 120 and 139 for the top number, or between 80 and 89 for the bottom number is called prehypertension. Prehypertension means you may end up with high blood pressure, unless you take steps to prevent it.       High blood pressure usually has no symptoms, but it can cause serious problems such as stroke, heart failure, heart attack and kidney failure.    You can control high blood pressure through healthy lifestyle habits such as exercise and the DASH diet and taking medicines, if needed.     NIH: National Heart, Lung, and Blood Institute",MPlusHealthTopics,12,High Blood Pressure,
8172,What is (are) High Blood Pressure ?,"Espaol
                
High blood pressure is a common disease in which blood flows through blood vessels (arteries) at higher than normal pressures.
                
Measuring Blood Pressure
                
Blood pressure is the force of blood pushing against the walls of the arteries as the heart pumps blood. High blood pressure, sometimes called hypertension, happens when this force is too high. Health care workers check blood pressure readings the same way for children, teens, and adults. They use a gauge, stethoscope or electronic sensor, and a blood pressure cuff. With this equipment, they measure:
                
Systolic Pressure: blood pressure when the heart beats while pumping blood
                
Diastolic Pressure: blood pressure when the heart is at rest between beats
                
Health care workers write blood pressure numbers with the systolic number above the diastolic number. For example:
                

                
118/76 mmHg People read ""118 over 76"" millimeters of mercury.
                
Normal Blood Pressure
                
Normal blood pressure for adults is defined as a systolic pressure below 120 mmHg and a diastolic pressure below 80 mmHg. It is normal for blood pressures to change when you sleep, wake up, or are excited or nervous. When you are active, it is normal for your blood pressure to increase. However, once the activity stops, your blood pressure returns to your normal baseline range.
                
Blood pressure normally rises with age and body size. Newborn babies often have very low blood pressure numbers that are considered normal for babies, while older teens have numbers similar to adults.
                
Abnormal Blood Pressure
                
Abnormal increases in blood pressure are defined as having blood pressures higher than 120/80 mmHg. The following table outlines and defines high blood pressure severity levels.
                
Stages of High Blood Pressure in Adults
                
The ranges in the table are blood pressure guides for adults who do not have any short-term serious illnesses. People with diabetes or chronic kidney disease should keep their blood pressure below 130/80 mmHg.
                
Although blood pressure increases seen in prehypertension are less than those used to diagnose high blood pressure, prehypertension can progress to high blood pressure and should be taken seriously. Over time, consistently high blood pressure weakens and damages your blood vessels, which can lead to complications.
                
Types of High Blood Pressure
                
There are two main types of high blood pressure: primary and secondary high blood pressure.
                
Primary High Blood Pressure
                
Primary, or essential, high blood pressure is the most common type of high blood pressure. This type of high blood pressure tends to develop over years as a person ages.
                
Secondary High Blood Pressure
                
Secondary high blood pressure is caused by another medical condition or use of certain medicines. This type usually resolves after the cause is treated or removed.",NHLBI,12,High Blood Pressure,
8173,What causes High Blood Pressure ?,"Changes, either fromgenesor the environment, in the bodys normal functions may cause high blood pressure, including changes to kidney fluid and salt balances, therenin-angiotensin-aldosterone system,sympathetic nervous systemactivity, and blood vessel structure and function.
                
Biology and High Blood Pressure
                
Researchers continue to study how various changes in normal body functions cause high blood pressure. The key functions affected in high blood pressure include:
                
Kidney fluid and salt balances
                
Renin-angiotensin-aldosterone system
                
Sympathetic nervous system activity
                
Blood vessel structure and function
                

                
Kidney Fluid and Salt Balances
                
The kidneys normally regulate the bodys salt balance by retaining sodium and water and excreting potassium. Imbalances in this kidney function can expand blood volumes, which can cause high blood pressure.
                

                
Renin-Angiotensin-Aldosterone System
                
The renin-angiotensin-aldosterone system makes angiotensin and aldosterone hormones. Angiotensin narrows or constricts blood vessels, which can lead to an increase in blood pressure. Aldosterone controls how the kidneys balance fluid and salt levels. Increased aldosterone levels or activity may change this kidney function, leading to increased blood volumes and high blood pressure.
                

                
Sympathetic Nervous System Activity
                
The sympathetic nervous system has important functions in blood pressure regulation, including heart rate, blood pressure, and breathing rate. Researchers are investigating whether imbalances in this system cause high blood pressure.
                

                
Blood Vessel Structure and Function
                
Changes in the structure and function of small and large arteries may contribute to high blood pressure. The angiotensin pathway and the immune system may stiffen small and large arteries, which can affect blood pressure.
                

                
Genetic Causes of High Blood Pressure
                
Much of the understanding of the body systems involved in high blood pressure has come from genetic studies. High blood pressure often runs in families. Years of research have identified many genes and other mutations associated with high blood pressure, some in the renal salt regulatory and renin-angiotensin-aldosterone pathways. However, these known genetic factors only account for 2 to 3percent of all cases. Emerging research suggests that certain DNA changes during fetal development also may cause the development of high blood pressure later in life.
                
Environmental Causes of High Blood Pressure
                
Environmental causes of high blood pressure include unhealthy lifestyle habits, being overweight or obese, and medicines.
                

                
Unhealthy Lifestyle Habits
                
Unhealthy lifestyle habits can cause high blood pressure, including:
                
High dietary sodium intake and sodium sensitivity
                
Drinking excess amounts of alcohol
                
Lack of physical activity
                

                
Overweight and Obesity
                
Research studies show that being overweight or obese can increase the resistance in the blood vessels, causing the heart to work harder and leading to high blood pressure.
                

                
Medicines
                
Prescription medicines such as asthma or hormone therapies, including birth control pills and estrogen, and over-the-counter medicines such as cold relief medicines may cause this form of high blood pressure. This happens because medicines can change the way your body controls fluid and salt balances, cause your blood vessels to constrict, or impact the renin-angiotensin-aldosterone system leading to high blood pressure.
                
Other Medical Causes of High Blood Pressure
                
Other medical causes of high blood pressure include other medical conditions such as chronic kidney disease, sleep apnea, thyroid problems, or certain tumors. This happens because these other conditions change the way your body controls fluids, sodium, and hormones in your blood, which leads to secondary high blood pressure.",NHLBI,12,High Blood Pressure,
